,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
914,311300,Bogoslof,United States,Alaska,Submarine,Eruption Observed,1992 CE,53.93,-168.03,150,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Submarine,0m--1000m,1
915,311310,Makushin,United States,Alaska,Stratovolcano,Eruption Observed,1995 CE,53.891,-166.923,1800,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
916,311320,Akutan,United States,Alaska,Stratovolcano,Eruption Observed,1992 CE,54.134,-165.986,1303,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,1000m--2000m,1
917,311340,Westdahl,United States,Alaska,Stratovolcano?,Eruption Observed,1992 CE,54.518,-164.65,1654,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
918,311350,Fisher,United States,Alaska,Stratovolcano,Eruption Observed,1830 CE,54.65,-164.43,1112,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
919,311360,Shishaldin,United States,Alaska,Stratovolcano,Eruption Observed,2015 CE,54.756,-163.97,2857,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
921,311380,Roundtop,United States,Alaska,Stratovolcano,Eruption Dated,7600 BCE,54.8,-163.589,1871,Rhyolite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
922,311390,Amak,United States,Alaska,Stratovolcano,Eruption Observed,1796 CE,55.424,-163.149,488,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,0m--1000m,1
923,311800,Adagdak,United States,Alaska,Stratovolcano,Unrest / Pleistocene,Unknown,51.988,-176.592,610,,Subduction Zone / Intermediate Crust (15-25 km),United States,Stratovolcano,0m--1000m,1
924,312010,Frosty,United States,Alaska,Stratovolcano(es),Evidence Credible,Unknown,55.067,-162.835,1728,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano(es),1000m--2000m,1
925,312011,Dutton,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,55.183,-162.276,1465,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
926,312020,Emmons Lake,United States,Alaska,Caldera,Evidence Credible,Unknown,55.341,-162.073,1436,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
927,312030,Pavlof,United States,Alaska,Stratovolcano,Eruption Observed,2016 CE,55.417,-161.894,2493,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
928,312040,Pavlof Sister,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,55.457,-161.854,2142,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
929,312050,Dana,United States,Alaska,Stratovolcano,Eruption Dated,1890 BCE,55.641,-161.214,1354,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
930,312051,Stepovak Bay 2,United States,Alaska,Pyroclastic cone,Evidence Credible,Unknown,55.913,-160.041,1323,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
931,312052,Stepovak Bay 3,United States,Alaska,Pyroclastic cone,Evidence Uncertain,Unknown,55.929,-160.002,1555,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
933,312060,Kupreanof,United States,Alaska,Stratovolcano,Eruption Observed,1987 CE,56.011,-159.797,1895,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
934,312070,Veniaminof,United States,Alaska,Stratovolcano,Eruption Observed,2013 CE,56.17,-159.38,2507,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
935,312080,Black Peak,United States,Alaska,Stratovolcano,Eruption Dated,1900 BCE,56.552,-158.785,1032,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
936,312090,Aniakchak,United States,Alaska,Caldera,Eruption Observed,1931 CE,56.88,-158.17,1341,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
937,312100,Yantarni,United States,Alaska,Stratovolcano,Eruption Dated,800 BCE,57.019,-157.185,1345,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
938,312110,Chiginagak,United States,Alaska,Stratovolcano,Eruption Observed,1998 CE,57.135,-156.99,2221,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
939,312120,Kialagvik,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,57.203,-156.745,1677,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
940,312130,Ugashik-Peulik,United States,Alaska,Stratovolcano,Eruption Observed,1814 CE,57.751,-156.368,1474,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
941,312131,Ukinrek Maars,United States,Alaska,Maar(s),Eruption Observed,1977 CE,57.832,-156.51,91,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,0m--1000m,1
943,312140,Martin,United States,Alaska,Stratovolcano,Eruption Dated,1953 CE,58.172,-155.361,1863,Dacite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
944,312150,Mageik,United States,Alaska,Stratovolcano,Eruption Dated,500 BCE,58.195,-155.253,2165,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
945,312160,Trident,United States,Alaska,Stratovolcano,Eruption Observed,1974 CE,58.236,-155.1,1864,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,1000m--2000m,1
946,312170,Katmai,United States,Alaska,Stratovolcano,Eruption Observed,1912 CE,58.28,-154.963,2047,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
947,312180,Novarupta,United States,Alaska,Caldera,Eruption Observed,1912 CE,58.27,-155.157,841,Rhyolite,Subduction Zone / Continental Crust (>25 km),United States,Other type,0m--1000m,1
948,312190,Griggs,United States,Alaska,Stratovolcano,Eruption Dated,1790 BCE,58.354,-155.092,2317,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
949,312200,Snowy Mountain,United States,Alaska,Stratovolcano(es),Eruption Dated,1710 CE,58.336,-154.682,2162,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano(es),2000m--3000m,1
950,312210,Denison,United States,Alaska,Stratovolcano,Evidence Uncertain,Unknown,58.418,-154.449,2287,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
951,312220,Steller,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,58.43,-154.4,2272,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
952,312230,Kukak,United States,Alaska,Stratovolcano,Unrest / Holocene,Unknown,58.453,-154.355,2043,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
953,312250,Kaguyak,United States,Alaska,Lava dome(s),Eruption Dated,3850 BCE,58.608,-154.028,901,Dacite,Subduction Zone / Continental Crust (>25 km),United States,Other type,0m--1000m,1
954,312260,Fourpeaked,United States,Alaska,Stratovolcano,Eruption Observed,2006 CE,58.77,-153.672,2105,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
955,312270,Douglas,United States,Alaska,Stratovolcano,Evidence Credible,Unknown,58.855,-153.542,2140,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
956,313010,Augustine,United States,Alaska,Lava dome(s),Eruption Observed,2006 CE,59.363,-153.43,1252,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
957,313020,Iliamna,United States,Alaska,Stratovolcano,Eruption Observed,1876 CE,60.032,-153.09,3053,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
958,313030,Redoubt,United States,Alaska,Stratovolcano,Eruption Observed,2009 CE,60.485,-152.742,3108,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
959,313040,Spurr,United States,Alaska,Stratovolcano,Eruption Observed,1992 CE,61.299,-152.251,3374,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
960,313050,Hayes,United States,Alaska,Stratovolcano,Eruption Dated,1200 CE,61.64,-152.411,3034,Dacite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
961,314010,St. Paul Island,United States,Alaska,Shield,Eruption Dated,1280 BCE,57.18,-170.3,203,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),United States,Shield,0m--1000m,1
962,314030,Ingakslugwat Hills,United States,Alaska,Pyroclastic cone(s),Evidence Credible,Unknown,61.43,-164.47,190,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),United States,Other type,0m--1000m,1
963,314040,St. Michael,United States,Alaska,Shield(s),Evidence Credible,Unknown,63.45,-162.12,715,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),United States,Other type,0m--1000m,1
964,314060,Imuruk Lake,United States,Alaska,Shield(s),Eruption Dated,300 CE,65.517,-163.45,610,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),United States,Other type,0m--1000m,1
965,315001,Buzzard Creek,United States,Alaska,Tuff ring(s),Eruption Dated,1050 BCE,64.062,-148.433,830,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,0m--1000m,1
966,315020,Wrangell,United States,Alaska,Shield,Eruption Observed,2002 CE,62.006,-144.017,4278,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km),United States,Shield,4000m--5000m,1
967,315030,Churchill,United States,Alaska,Stratovolcano,Eruption Dated,847 CE,61.38,-141.75,5005,Dacite,Intraplate / Continental Crust (>25 km),United States,Stratovolcano,5000m--6000m,1
968,315040,Edgecumbe,United States,Alaska,Stratovolcano(es),Eruption Dated,2220 BCE,57.05,-135.75,970,Andesite / Basaltic Andesite,Intraplate / Continental Crust (>25 km),United States,Stratovolcano(es),0m--1000m,1
969,315050,Duncan Canal,United States,Alaska,Volcanic field,Evidence Credible,Unknown,56.5,-133.1,15,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,0m--1000m,1
970,315060,Tlevak Strait-Suemez Is.,United States,Alaska,Volcanic field,Evidence Credible,Unknown,55.25,-133.3,50,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,0m--1000m,1
971,315070,Behm Canal-Rudyerd Bay,United States,Alaska,Pyroclastic cone(s),Evidence Uncertain,Unknown,55.32,-131.05,500,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),United States,Other type,0m--1000m,1
972,320010,Fort Selkirk,Canada,Canada and Western USA,Volcanic field,Evidence Uncertain,Unknown,62.93,-137.38,1239,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
973,320020,Alligator Lake,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,60.42,-135.42,2217,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
974,320030,Atlin Volcanic Field,Canada,Canada and Western USA,Pyroclastic cone(s),Evidence Credible,Unknown,59.68,-133.32,1880,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
975,320031,Tuya Volcanic Field,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,59.37,-130.58,2123,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
976,320040,Heart Peaks,Canada,Canada and Western USA,Shield,Evidence Uncertain,Unknown,58.6,-131.97,2012,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Shield,2000m--3000m,1
977,320050,Level Mountain,Canada,Canada and Western USA,Shield,Evidence Uncertain,Unknown,58.42,-131.35,2190,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Shield,2000m--3000m,1
978,320060,Edziza,Canada,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,57.72,-130.63,2786,Trachyte / Trachydacite,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,1
979,320070,Spectrum Range,Canada,Canada and Western USA,Shield,Evidence Credible,Unknown,57.43,-130.68,2430,Rhyolite,Intraplate / Continental Crust (>25 km),Other country,Shield,2000m--3000m,1
980,320080,Hoodoo Mountain,Canada,Canada and Western USA,Subglacial,Eruption Dated,7050 BCE,56.78,-131.28,1850,Phonolite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
981,320090,Iskut-Unuk River Cones,Canada,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,1800 CE,56.58,-130.55,1880,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
982,320100,Tseax River Cone,Canada,Canada and Western USA,Pyroclastic cone,Eruption Dated,1690 CE,55.12,-128.9,609,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
983,320110,Crow Lagoon,Canada,Canada and Western USA,Pyroclastic cone,Evidence Credible,Unknown,54.7,-130.23,335,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
984,320120,Milbanke Sound Group,Canada,Canada and Western USA,Pyroclastic cone(s),Evidence Credible,Unknown,52.5,-128.73,335,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,0m--1000m,1
985,320140,Nazko,Canada,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,5220 BCE,52.928,-123.732,1238,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,1
986,320150,Wells Gray-Clearwater,Canada,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,1550 CE,52.33,-120.57,2576,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
987,320160,Silverthrone,Canada,Canada and Western USA,Caldera,Evidence Credible,Unknown,51.43,-126.3,3160,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,3000m--4000m,1
988,320170,Bridge River Cones,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,50.8,-123.4,2500,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
989,320180,Meager,Canada,Canada and Western USA,Complex,Eruption Dated,410 BCE,50.63,-123.5,2680,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
990,320190,Garibaldi Lake,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,49.92,-123.03,2316,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
991,320200,Garibaldi,Canada,Canada and Western USA,Stratovolcano,Eruption Dated,8060 BCE,49.85,-123,2678,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,1
992,320811,Cayley Volcanic Field,Canada,Canada and Western USA,Volcanic field,Evidence Credible,Unknown,50.12,-123.28,2375,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,2000m--3000m,1
993,321010,Baker,United States,Canada and Western USA,Stratovolcano(es),Eruption Observed,1880 CE,48.777,-121.813,3285,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano(es),3000m--4000m,1
994,321020,Glacier Peak,United States,Canada and Western USA,Stratovolcano,Eruption Dated,1700 CE,48.112,-121.113,3213,Dacite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
995,321030,Rainier,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1894 CE,46.853,-121.76,4392,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,4000m--5000m,1
996,321040,Adams,United States,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,46.206,-121.49,3742,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
997,321050,St. Helens,United States,Canada and Western USA,Stratovolcano,Eruption Observed,2008 CE,46.2,-122.18,2549,Dacite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,2000m--3000m,1
998,321060,West Crater,United States,Canada and Western USA,Volcanic field,Eruption Dated,5750 BCE,45.88,-122.08,1329,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
999,321070,Indian Heaven,United States,Canada and Western USA,Shield(s),Eruption Dated,6250 BCE,45.93,-121.82,1806,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
1000,322010,Hood,United States,Canada and Western USA,Stratovolcano,Eruption Observed,1866 CE,45.374,-121.695,3426,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
1001,322020,Jefferson,United States,Canada and Western USA,Stratovolcano,Eruption Dated,950 CE,44.674,-121.8,3199,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Stratovolcano,3000m--4000m,1
1002,322030,Blue Lake Crater,United States,Canada and Western USA,Maar,Eruption Dated,680 CE,44.411,-121.774,1230,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
1003,322040,Sand Mountain Field,United States,Canada and Western USA,Pyroclastic cone(s),Eruption Dated,70 CE,44.38,-121.93,1664,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),United States,Other type,1000m--2000m,1
1004,322060,Belknap,United States,Canada and Western USA,Shield(s),Eruption Dated,480 CE,44.285,-121.841,2095,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,2000m--3000m,1
1005,322070,Three Sisters,United States,Canada and Western USA,Complex,Eruption Dated,440 CE,44.133,-121.767,3159,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),United States,Other type,3000m--4000m,1
