,Unnamed: 0,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
228,255,243050,Falcon Island,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1936 CE,-20.32,-175.42,-17,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,2
229,256,243060,Tofua,Tonga,New Zealand to Fiji,Caldera,Eruption Observed,2014 CE,-19.75,-175.07,515,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,2
230,257,243061,Kao,Tonga,New Zealand to Fiji,Stratovolcano,Evidence Credible,Unknown,-19.67,-175.03,1030,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,2
231,258,243070,Metis Shoal,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1995 CE,-19.18,-174.87,43,Dacite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Submarine,0m--1000m,2
232,259,243080,Home Reef,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2006 CE,-18.992,-174.775,-10,Dacite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,2
233,260,243090,Late,Tonga,New Zealand to Fiji,Stratovolcano,Eruption Observed,1854 CE,-18.805999999999997,-174.65,540,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
234,261,243091,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2001 CE,-18.325,-174.365,-40,Dacite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,2
235,262,243100,Fonualei,Tonga,New Zealand to Fiji,Stratovolcano,Eruption Observed,1957 CE,-18.02,-174.325,180,Dacite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
236,263,243101,Tafahi,Tonga,New Zealand to Fiji,Stratovolcano,Evidence Uncertain,Unknown,-15.85,-173.72,560,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
237,264,243102,Curacoa,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1979 CE,-15.62,-173.67,-33,Dacite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,2
238,265,243110,Niuafo'ou,Tonga,New Zealand to Fiji,Shield,Eruption Observed,1985 CE,-15.6,-175.63,260,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,2
239,271,244000,Vailulu'u,United States,New Zealand to Fiji,Submarine,Eruption Observed,2003 CE,-14.215,-169.058,-592,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),United States,Submarine,-1000m--0m,2
240,272,244001,Ta'u,United States,New Zealand to Fiji,Shield,Evidence Credible,Unknown,-14.23,-169.454,931,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),United States,Shield,0m--1000m,2
241,273,244010,Ofu-Olosega,United States,New Zealand to Fiji,Shield(s),Eruption Observed,1866 CE,-14.175,-169.618,639,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),United States,Other type,0m--1000m,2
242,274,244020,Tutuila,United States,New Zealand to Fiji,Tuff cone(s),Evidence Credible,Unknown,-14.295,-170.7,653,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),United States,Other type,0m--1000m,2
243,275,244030,Upolu,Samoa,New Zealand to Fiji,Shield,Evidence Credible,Unknown,-13.935,-171.72,1100,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),Other country,Shield,1000m--2000m,2
244,276,244040,Savai'i,Samoa,New Zealand to Fiji,Shield,Eruption Observed,1911 CE,-13.612,-172.525,1858,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),Other country,Shield,1000m--2000m,2
245,277,244050,Wallis Islands,France,New Zealand to Fiji,Shield(s),Evidence Credible,Unknown,-13.3,-176.17,143,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,2
246,278,245010,Taveuni,Fiji,New Zealand to Fiji,Shield,Eruption Dated,1550 CE,-16.82,-179.97,1241,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown,Other country,Shield,1000m--2000m,2
247,279,245020,Koro,Fiji,New Zealand to Fiji,Pyroclastic cone(s),Evidence Uncertain,Unknown,-17.32,179.4,522,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown,Other country,Other type,0m--1000m,2
248,280,245030,Nabukelevu,Fiji,New Zealand to Fiji,Lava dome(s),Eruption Dated,1660 CE,-19.12,177.98,805,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Other type,0m--1000m,2
249,281,250010,St. Andrew Strait,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,1957 CE,-2.38,147.35,270,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km),Papua New Guinea,Other type,0m--1000m,2
250,282,250020,Baluan,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-2.57,147.28,254,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
251,284,251001,Blup Blup,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-3.5069999999999997,144.605,402,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
252,285,251002,Kadovar,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-3.608,144.588,365,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
253,286,251010,Bam,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1960 CE,-3.613,144.81799999999998,685,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
254,287,251011,Boisa,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-3.9939999999999998,144.963,240,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
255,288,251020,Manam,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2016 CE,-4.08,145.037,1807,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
256,289,251030,Karkar,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2014 CE,-4.649,145.964,1839,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
257,291,251050,Long Island,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,1993 CE,-5.358,147.12,1280,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,1000m--2000m,2
258,292,251060,Umboi,Papua New Guinea,Melanesia and Australia,Complex,Evidence Credible,Unknown,-5.5889999999999995,147.875,1548,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,1000m--2000m,2
259,293,251070,Ritter Island,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2007 CE,-5.519,148.115,75,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
260,294,251080,Sakar,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-5.414,148.094,992,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
261,295,252010,Langila,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,2016 CE,-5.525,148.42,1330,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,1000m--2000m,2
262,296,252021,Mundua,Papua New Guinea,Melanesia and Australia,Complex,Evidence Credible,Unknown,-4.63,149.35,179,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
263,297,252030,Garove,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-4.692,149.5,368,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Papua New Guinea,Stratovolcano,0m--1000m,2
264,298,252040,Dakataua,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Dated,1895 CE,-5.093999999999999,150.094,408,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
265,299,252050,Bola,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-5.141,150.03799999999998,1116,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
266,300,252060,Garua Harbour,Papua New Guinea,Melanesia and Australia,Volcanic field,Evidence Uncertain,Unknown,-5.3,150.07,565,Rhyolite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
267,301,252070,Krummel-Garbuna-Welcker,Papua New Guinea,Melanesia and Australia,Stratovolcano(es),Eruption Observed,2008 CE,-5.416,150.02700000000002,564,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano(es),0m--1000m,2
268,302,252071,Lolo,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-5.466,150.509,796,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,0m--1000m,2
269,303,252080,Witori,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Observed,2012 CE,-5.5760000000000005,150.516,724,Dacite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
270,304,252090,Sulu Range,Papua New Guinea,Melanesia and Australia,Stratovolcano(es),Unrest / Holocene,Unknown,-5.5,150.942,610,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano(es),0m--1000m,2
271,305,252100,Hargy,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Dated,950 CE,-5.33,151.1,1148,Dacite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
272,306,252110,Bamus,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1886 CE,-5.2,151.23,2248,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,2000m--3000m,2
273,307,252120,Ulawun,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2016 CE,-5.05,151.33,2334,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,2000m--3000m,2
274,308,252130,Lolobau,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Observed,1912 CE,-4.92,151.158,858,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
275,309,252140,Rabaul,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,Eruption Observed,2014 CE,-4.271,152.203,688,Dacite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
276,310,252150,Tavui,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Dated,4946 BCE,-4.12,152.2,200,Rhyolite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
277,312,253000,Doma Peaks,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-5.9,143.15,3568,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,3000m--4000m,2
278,313,253002,Yelia,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-7.05,145.858,3384,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,3000m--4000m,2
279,314,253003,Koranga,Papua New Guinea,Melanesia and Australia,Maar,Evidence Credible,Unknown,-7.33,146.708,1500,Dacite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,1000m--2000m,2
280,315,253004,Madilogo,Papua New Guinea,Melanesia and Australia,Pyroclastic cone,Evidence Credible,Unknown,-9.2,147.57,850,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
281,316,253010,Lamington,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1956 CE,-8.95,148.15,1680,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
282,317,253011,Hydrographers Range,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-9.0,148.37,1915,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
283,318,253021,Managlase Plateau,Papua New Guinea,Melanesia and Australia,Volcanic field,Evidence Credible,Unknown,-9.08,148.33,1342,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,1000m--2000m,2
284,319,253030,Victory,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1935 CE,-9.2,149.07,1925,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Stratovolcano,1000m--2000m,2
285,320,253031,Sessagara,Papua New Guinea,Melanesia and Australia,Pyroclastic cone(s),Evidence Credible,Unknown,-9.48,149.13,370,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
286,321,253040,Waiowa,Papua New Guinea,Melanesia and Australia,Pyroclastic cone,Eruption Observed,1944 CE,-9.57,149.075,640,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
287,322,253041,Goodenough,Papua New Guinea,Melanesia and Australia,Volcanic field,Evidence Credible,Unknown,-9.48,150.35,220,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
288,323,253050,Iamalele,Papua New Guinea,Melanesia and Australia,Lava dome(s),Evidence Credible,Unknown,-9.52,150.53,200,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
289,324,253060,Dawson Strait Group,Papua New Guinea,Melanesia and Australia,Volcanic field,Eruption Dated,1350 CE,-9.62,150.88,500,Rhyolite,Subduction Zone / Continental Crust (>25 km),Papua New Guinea,Other type,0m--1000m,2
290,325,254010,Lihir,Papua New Guinea,Melanesia and Australia,Compound,Evidence Credible,Unknown,-3.125,152.642,700,Trachybasalt / Tephrite Basanite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Other type,0m--1000m,2
291,326,254020,Ambitle,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Dated,350 BCE,-4.08,153.65,450,Phono-tephrite /  Tephri-phonolite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Stratovolcano,0m--1000m,2
292,328,255000,Tore,Papua New Guinea,Melanesia and Australia,Lava cone,Evidence Credible,Unknown,-5.83,154.93,2200,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Other type,2000m--3000m,2
293,329,255010,Balbi,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-5.92,154.98,2715,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Stratovolcano,2000m--3000m,2
294,330,255011,Billy Mitchell,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,Eruption Dated,1580 CE,-6.0920000000000005,155.225,1544,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Other type,1000m--2000m,2
295,331,255020,Bagana,Papua New Guinea,Melanesia and Australia,Lava cone,Eruption Observed,2016 CE,-6.1370000000000005,155.196,1855,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Other type,1000m--2000m,2
296,332,255021,Takuan Group,Papua New Guinea,Melanesia and Australia,Compound,Evidence Credible,Unknown,-6.442,155.608,2210,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Other type,2000m--3000m,2
297,333,255030,Loloru,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,Eruption Dated,1050 BCE,-6.52,155.62,1887,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Papua New Guinea,Other type,1000m--2000m,2
298,334,255050,Simbo,Solomon Islands,Melanesia and Australia,Stratovolcano(es),Eruption Dated,1910 CE,-8.292,156.52,335,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Stratovolcano(es),0m--1000m,2
299,335,255052,Kana Keoki,Solomon Islands,Melanesia and Australia,Submarine,Evidence Credible,Unknown,-8.75,157.03,-700,Dacite,Subduction Zone / Crust Thickness Unknown,Other country,Submarine,-1000m--0m,2
300,337,255060,Kavachi,Solomon Islands,Melanesia and Australia,Submarine,Eruption Observed,2007 CE,-9.02,157.95,-20,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Submarine,-1000m--0m,2
301,338,255061,Unnamed,Solomon Islands,Melanesia and Australia,Submarine(es),Evidence Credible,Unknown,-8.92,158.03,-240,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Other type,-1000m--0m,2
302,340,255070,Savo,Solomon Islands,Melanesia and Australia,Stratovolcano,Eruption Observed,1847 CE,-9.13,159.82,485,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Stratovolcano,0m--1000m,2
303,342,256010,Tinakula,Solomon Islands,Melanesia and Australia,Stratovolcano,Eruption Observed,2012 CE,-10.38,165.8,851,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Stratovolcano,0m--1000m,2
304,343,257001,Motlav,Vanuatu,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-13.67,167.67,411,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano,0m--1000m,2
305,344,257010,Suretamatai,Vanuatu,Melanesia and Australia,Complex,Eruption Observed,1966 CE,-13.8,167.47,921,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),Other country,Other type,0m--1000m,2
306,345,257020,Gaua,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,2011 CE,-14.27,167.5,797,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano,0m--1000m,2
307,346,257021,Mere Lava,Vanuatu,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-14.45,168.05,1028,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano,1000m--2000m,2
308,347,257030,Aoba,Vanuatu,Melanesia and Australia,Shield,Eruption Observed,2011 CE,-15.4,167.83,1496,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Shield,1000m--2000m,2
309,348,257040,Ambrym,Vanuatu,Melanesia and Australia,Pyroclastic shield,Eruption Observed,2016 CE,-16.25,168.12,1334,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Other type,1000m--2000m,2
310,349,257050,Lopevi,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,2007 CE,-16.507,168.34599999999998,1413,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano,1000m--2000m,2
311,350,257060,Epi,Vanuatu,Melanesia and Australia,Stratovolcano(es),Eruption Observed,2004 CE,-16.68,168.37,833,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano(es),0m--1000m,2
312,351,257070,Kuwae,Vanuatu,Melanesia and Australia,Caldera,Eruption Observed,1974 CE,-16.829,168.53599999999997,-2,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Other type,-1000m--0m,2
313,352,257080,NE Shepherd Islands,Vanuatu,Melanesia and Australia,Stratovolcano(es),Evidence Uncertain,Unknown,-16.992,168.592,216,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano(es),0m--1000m,2
314,353,257081,North Vate,Vanuatu,Melanesia and Australia,Stratovolcano(es),Evidence Credible,Unknown,-17.47,168.35299999999998,594,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano(es),0m--1000m,2
315,354,257090,Traitor's Head,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,1881 CE,-18.754,169.238,817,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano,0m--1000m,2
316,355,257100,Yasur,Vanuatu,Melanesia and Australia,Stratovolcano,Eruption Observed,2016 CE,-19.53,169.442,361,Andesite / Basaltic Andesite,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano,0m--1000m,2
317,356,257110,Aneityum,Vanuatu,Melanesia and Australia,Stratovolcano(es),Evidence Uncertain,Unknown,-20.2,169.78,852,Basalt / Picro-Basalt,Subduction Zone / Intermediate Crust (15-25 km),Other country,Stratovolcano(es),0m--1000m,2
318,357,258001,Eastern Gemini Seamount,France,Melanesia and Australia,Submarine,Eruption Observed,1996 CE,-20.98,170.28,-80,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,2
319,358,258010,Matthew Island,France,Melanesia and Australia,Stratovolcano,Eruption Observed,1956 CE,-22.33,171.32,177,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Stratovolcano,0m--1000m,2
320,359,258020,Hunter Island,France,Melanesia and Australia,Stratovolcano,Eruption Observed,1903 CE,-22.4,172.05,297,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown,Other country,Stratovolcano,0m--1000m,2
321,360,259010,Newer Volcanics Province,Australia,Melanesia and Australia,Shield(s),Eruption Dated,2900 BCE,-37.77,142.5,1011,Trachybasalt / Tephrite Basanite,Intraplate / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
322,361,260001,Narcondum,India,Indonesia,Stratovolcano,Evidence Credible,Unknown,13.43,94.28,710,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,0m--1000m,1
323,362,260010,Barren Island,India,Indonesia,Stratovolcano,Eruption Observed,2016 CE,12.277999999999999,93.85799999999999,354,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,0m--1000m,1
324,363,261020,Seulawah Agam,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1839 CE,5.4479999999999995,95.65799999999999,1810,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,1
325,364,261030,Peuet Sague,Indonesia,Indonesia,Complex,Eruption Observed,2000 CE,4.914,96.329,2801,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,1
326,365,261050,"Telong, Bur ni",Indonesia,Indonesia,Stratovolcano,Eruption Observed,1937 CE,4.769,96.821,2617,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,1
327,366,261070,Singkut,Indonesia,Indonesia,Caldera(s),Eruption Observed,1881 CE,3.248,98.501,2181,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,1
328,367,261080,Sinabung,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,3.17,98.39200000000001,2460,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,1
329,368,261090,Toba,Indonesia,Indonesia,Caldera,Evidence Credible,Unknown,2.58,98.83,2157,Dacite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,1
330,369,261110,Sibualbuali,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,1.556,99.255,1819,Dacite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,1
331,370,261111,Lubukraya,Indonesia,Indonesia,Stratovolcano,Evidence Uncertain,Unknown,1.4780000000000002,99.209,1862,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,1
332,371,261120,Sorikmarapi,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1986 CE,0.6859999999999999,99.539,2145,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,1
333,372,261121,Malintang,Indonesia,Indonesia,Stratovolcano,Evidence Credible,Unknown,0.47,99.67,1983,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,1000m--2000m,1
334,373,261130,Talakmau,Indonesia,Indonesia,Complex,Evidence Credible,Unknown,0.079,99.98,2919,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,1
335,375,261140,Marapi,Indonesia,Indonesia,Complex,Eruption Observed,2015 CE,-0.381,100.473,2891,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,2000m--3000m,2
336,376,261150,Tandikat-Singgalang,Indonesia,Indonesia,Stratovolcano(es),Eruption Observed,1924 CE,-0.39,100.331,2854,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),2000m--3000m,2
337,377,261160,Talang,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2007 CE,-0.978,100.679,2597,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
338,378,261170,Kerinci,Indonesia,Indonesia,Stratovolcano,Eruption Observed,2016 CE,-1.6969999999999998,101.264,3800,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,3000m--4000m,2
339,379,261171,Kunyit,Indonesia,Indonesia,Stratovolcano,Unrest / Holocene,Unknown,-2.274,101.48299999999999,2151,Dacite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
340,381,261180,Sumbing,Indonesia,Indonesia,Stratovolcano,Eruption Observed,1921 CE,-2.414,101.728,2507,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano,2000m--3000m,2
341,383,261200,Belirang-Beriti,Indonesia,Indonesia,Compound,Unrest / Holocene,Unknown,-2.82,102.18,1958,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Other type,1000m--2000m,2
342,384,261210,"Daun, Bukit",Indonesia,Indonesia,Stratovolcano(es),Unrest / Holocene,Unknown,-3.38,102.37,2467,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Indonesia,Stratovolcano(es),2000m--3000m,2
